start,stop,qid,src,dur,pid
390.748,395.448,love_hear,matched,4.699999999999989,300
396.628,397.708,love_hear,matched,1.080000000000041,300
398.588,399.988,love_hear,matched,1.3999999999999773,300
401.208,402.878,love_hear,matched,1.669999999999959,300
409.408,410.428,UNK:what's it like for you living with them,unmatched,1.0199999999999818,300
414.148,416.448,living_situation,matched,2.2999999999999545,300
417.428,417.858,roommates,matched,0.4300000000000068,300
419.038,419.508,roommates,matched,0.46999999999997044,300
430.858,432.458,easy_sleep,matched,1.6000000000000227,300
436.538,437.598,UNK:do you feel that way often,unmatched,1.0600000000000023,300
448.468,449.568,sleep_affects,matched,1.099999999999966,300
453.188,455.558,sleep_affects,matched,2.3700000000000045,300
457.348,458.258,sleep_affects,matched,0.9099999999999682,300
463.868,464.468,feel_down,matched,0.6000000000000227,300
470.658,471.348,depression_diagnosed,matched,0.6899999999999977,300
474.638,475.248,ptsd_diagnosed,matched,0.6100000000000136,300
477.868,478.478,military,matched,0.6100000000000136,300
492.328,494.708,UNK:when was the last time you felt really h,unmatched,2.3800000000000523,300
499.508,502.038,more,matched,2.5300000000000296,300
511.028,511.888,todays_kids,matched,0.8599999999999568,300
525.478,526.528,give_example,matched,1.0500000000000682,300
527.978,529.288,give_example,matched,1.3100000000000591,300
530.038,531.008,give_example,matched,0.9700000000000273,300
548.568,550.018,UNK:what do you do when you're annoyed,unmatched,1.4500000000000455,300
559.768,562.228,bouts_symptoms,matched,2.4599999999999227,300
568.678,571.798,tell_about_that,matched,3.1200000000000045,300
572.458,573.568,tell_about_that,matched,1.1100000000000136,300
576.178,577.558,im_sorry,matched,1.3799999999999955,300
581.178,582.128,how_know,matched,0.9500000000000455,300
598.238,599.708,bf_describe,matched,1.4699999999999136,300
600.608,601.378,bf_describe,matched,0.7700000000000955,300
602.738,603.478,wild_laughter3,matched,0.7399999999998954,300
618.308,619.078,UNK:okay i think i've asked everything i nee,unmatched,0.7699999999999818,300
620.538,621.268,bye,matched,0.7300000000000182,300
32.738,33.068,UNK:hi i'm ellie thanks for coming in today ,unmatched,0.3299999999999983,301
42.088,42.518,UNK:think of me as a friend i don't judge i ,unmatched,0.4299999999999997,301
54.328,55.758,UNK:how are you doing today,unmatched,1.4299999999999997,301
59.858,60.948,where_originally,matched,1.0900000000000034,301
63.538,64.108,UNK:really me too,unmatched,0.5700000000000074,301
67.388,69.858,where_live,matched,2.469999999999999,301
74.678,75.248,living_situation,matched,0.5700000000000074,301
76.398,76.708,living_situation,matched,0.3100000000000023,301
78.218,79.588,roommates,matched,1.3699999999999903,301
85.398,89.468,UNK:how do you like l a,unmatched,4.070000000000007,301
95.388,98.598,like_about_la,matched,3.2099999999999937,301
99.728,107.748,like_about_la,matched,8.02000000000001,301
112.268,113.068,dont_like_la,matched,0.7999999999999972,301
116.188,122.918,see_mean,matched,6.730000000000004,301
126.698,135.338,UNK:do you travel a lot,unmatched,8.64,301
142.168,144.338,UNK:what'd you study at school,unmatched,2.1699999999999875,301
145.058,145.518,UNK:what'd you study at school,unmatched,0.46000000000000796,301
146.708,151.218,still_doing_x,matched,4.509999999999991,301
151.928,154.488,still_doing_x,matched,2.5600000000000023,301
161.458,166.668,dream_job,matched,5.210000000000008,301
168.078,172.408,dream_job,matched,4.329999999999984,301
173.438,181.178,dream_job,matched,7.740000000000009,301
185.978,186.758,difficult,matched,0.7800000000000011,301
188.908,206.318,difficult,matched,17.410000000000025,301
211.108,211.438,good_job,matched,0.3299999999999841,301
213.688,217.938,UNK:what do you do now,unmatched,4.25,301
219.488,222.118,UNK:what do you do now,unmatched,2.6299999999999955,301
223.118,224.508,UNK:what do you do now,unmatched,1.3900000000000148,301
227.338,234.948,happy_didthat,matched,7.610000000000014,301
236.228,236.968,happy_didthat,matched,0.7399999999999807,301
242.008,244.708,family_roleb,matched,2.6999999999999886,301
257.418,259.938,mad_makeyou,matched,2.519999999999982,301
261.208,266.238,mad_makeyou,matched,5.029999999999973,301
267.068,267.798,mad_makeyou,matched,0.7300000000000182,301
269.098,278.598,mad_makeyou,matched,9.5,301
283.018,285.558,give_example,matched,2.5400000000000205,301
287.098,295.308,give_example,matched,8.20999999999998,301
296.338,312.268,give_example,matched,15.92999999999995,301
317.728,321.138,bouts_symptoms,matched,3.409999999999968,301
322.648,334.408,bouts_symptoms,matched,11.759999999999991,301
339.648,340.278,UNK:do you consider yourself an introvert,unmatched,0.6299999999999955,301
345.848,346.248,back_later,matched,0.39999999999997726,301
349.438,354.278,UNK:what do you do to relax,unmatched,4.840000000000032,301
355.648,362.088,UNK:what do you do to relax,unmatched,6.439999999999998,301
363.198,364.558,UNK:what do you do to relax,unmatched,1.3600000000000136,301
365.608,373.528,UNK:what do you do to relax,unmatched,7.920000000000016,301
381.198,382.278,influence_positive,matched,1.080000000000041,301
384.158,392.208,influence_positive,matched,8.050000000000011,301
393.298,402.478,influence_positive,matched,9.180000000000007,301
403.148,409.858,influence_positive,matched,6.7099999999999795,301
410.938,416.708,influence_positive,matched,5.770000000000039,301
420.078,436.018,like_what,matched,15.939999999999998,301
436.528,443.208,like_what,matched,6.680000000000007,301
451.948,455.628,control_temper,matched,3.680000000000007,301
457.888,463.068,control_temper,matched,5.180000000000007,301
464.048,464.648,control_temper,matched,0.6000000000000227,301
465.538,469.728,control_temper,matched,4.189999999999998,301
473.298,484.118,give_example,matched,10.819999999999993,301
484.988,489.698,give_example,matched,4.7099999999999795,301
490.438,495.248,give_example,matched,4.810000000000002,301
504.238,504.628,depression_diagnosed,matched,0.38999999999998636,301
508.218,508.618,ptsd_diagnosed,matched,0.39999999999997726,301
511.298,511.628,military,matched,0.3299999999999841,301
518.208,519.448,regret,matched,1.240000000000009,301
520.658,521.578,regret,matched,0.9199999999999591,301
522.448,533.018,regret,matched,10.57000000000005,301
533.708,540.138,regret,matched,6.430000000000064,301
541.278,552.838,regret,matched,11.559999999999945,301
553.538,559.818,regret,matched,6.279999999999973,301
563.948,564.398,trade_offs,matched,0.4500000000000455,301
565.218,565.468,change_directions,matched,0.25,301
567.718,568.748,change_directions,matched,1.0300000000000864,301
569.918,570.658,change_directions,matched,0.7400000000000091,301
571.488,573.608,change_directions,matched,2.119999999999891,301
574.368,590.858,change_directions,matched,16.489999999999895,301
591.348,595.318,change_directions,matched,3.9700000000000273,301
596.498,598.648,change_directions,matched,2.1499999999999773,301
602.078,616.388,been_hard,matched,14.31000000000006,301
616.738,631.878,been_hard,matched,15.139999999999986,301
642.398,646.818,memorableb,matched,4.419999999999959,301
650.488,665.948,memorableb,matched,15.459999999999923,301
667.058,679.768,memorableb,matched,12.710000000000036,301
680.588,688.298,memorableb,matched,7.710000000000036,301
689.468,690.498,memorableb,matched,1.0300000000000864,301
691.628,700.358,memorableb,matched,8.729999999999905,301
704.798,705.218,see_mean,matched,0.4199999999999591,301
714.098,715.168,UNK:when was the last time you felt really h,unmatched,1.07000000000005,301
716.108,718.408,UNK:when was the last time you felt really h,unmatched,2.300000000000068,301
719.978,721.358,UNK:when was the last time you felt really h,unmatched,1.3799999999999955,301
722.488,725.798,UNK:when was the last time you felt really h,unmatched,3.3099999999999454,301
727.038,732.338,UNK:when was the last time you felt really h,unmatched,5.2999999999999545,301
733.908,742.868,UNK:when was the last time you felt really h,unmatched,8.960000000000036,301
743.548,745.318,UNK:when was the last time you felt really h,unmatched,1.7699999999999818,301
746.718,753.888,UNK:when was the last time you felt really h,unmatched,7.170000000000073,301
760.978,766.638,bf_describe,matched,5.660000000000082,301
767.758,771.618,bf_describe,matched,3.8600000000000136,301
772.648,773.438,bf_describe,matched,0.7899999999999636,301
774.748,782.358,bf_describe,matched,7.6099999999999,301
783.178,783.648,bf_describe,matched,0.4700000000000273,301
784.788,790.018,bf_describe,matched,5.230000000000018,301
797.918,798.338,UNK:okay i think i've asked everything i nee,unmatched,0.4199999999999591,301
800.678,801.278,appreciate_open,matched,0.6000000000000227,301
802.388,802.828,bye,matched,0.4399999999999409,301
803.458,803.828,bye,matched,0.37000000000000455,301
59.93,61.36,UNK:how are you doing today,unmatched,1.4299999999999997,302
69.32,71.66,where_originally,matched,2.3400000000000034,302
75.33,75.84,me_too,matched,0.5100000000000051,302
80.01,80.52,talk_later,matched,0.5099999999999909,302
84.597,88.767,like_about_la,matched,4.170000000000002,302
89.667,92.467,like_about_la,matched,2.799999999999997,302
100.487,101.847,UNK:what'd you study at school,unmatched,1.3599999999999994,302
107.096,109.929,still_working_on_x,matched,2.8329999999999984,302
114.227,116.357,why2,matched,2.1299999999999955,302
120.647,121.087,more,matched,0.4399999999999977,302
123.3,131.57,more,matched,8.269999999999996,302
137.71,141.06,dream_job,matched,3.3499999999999943,302
146.077,150.912,been_hard,matched,4.835000000000008,302
157.883,158.951,family_roleb,matched,1.0679999999999836,302
161.7,162.79,family_roleb,matched,1.0900000000000034,302
168.456,174.31,give_example,matched,5.854000000000013,302
175.89,184.75,give_example,matched,8.860000000000014,302
193.08,193.39,UNK:do you consider yourself an introvert,unmatched,0.30999999999997385,302
196.99,203.522,why2,matched,6.531999999999982,302
212.382,212.912,UNK:what do you do when you're annoyed,unmatched,0.5300000000000011,302
215.884,216.327,UNK:what do you do when you're annoyed,unmatched,0.44300000000001205,302
218.424,219.23,UNK:what do you do when you're annoyed,unmatched,0.8059999999999832,302
230.012,232.032,last_argument,matched,2.0200000000000102,302
234.212,235.202,last_argument,matched,0.9900000000000091,302
242.087,249.601,describe_felt,matched,7.51400000000001,302
255.504,256.044,that_sucks,matched,0.539999999999992,302
263.377,265.116,control_temper,matched,1.738999999999976,302
278.45,279.47,memorableb,matched,1.0200000000000387,302
287.49,288.584,more,matched,1.093999999999994,302
291.904,293.884,more,matched,1.9800000000000182,302
296.464,296.914,more,matched,0.44999999999998863,302
297.604,298.954,more,matched,1.3500000000000227,302
300.72,301.898,more,matched,1.1779999999999973,302
312.745,313.279,feel_down,matched,0.5339999999999918,302
314.448,318.694,feel_down,matched,4.246000000000038,302
326.694,329.438,like_what,matched,2.7439999999999714,302
330.598,334.918,like_what,matched,4.319999999999993,302
336.07,338.73,like_what,matched,2.660000000000025,302
339.77,340.43,like_what,matched,0.660000000000025,302
345.821,346.355,bouts_symptoms,matched,0.5339999999999918,302
358.72,361.12,symptoms_cope,matched,2.3999999999999773,302
362.474,365.481,symptoms_cope,matched,3.007000000000005,302
367.63,369.54,symptoms_cope,matched,1.910000000000025,302
379.06,382.87,depression_diagnosed,matched,3.8100000000000023,302
390.62,391.05,more,matched,0.4300000000000068,302
391.91,394.96,more,matched,3.0499999999999545,302
396.35,397.35,more,matched,1.0,302
398.99,404.787,more,matched,5.796999999999969,302
409.427,410.337,been_hard,matched,0.9099999999999682,302
414.817,417.657,behavior_changes,matched,2.839999999999975,302
418.857,419.547,behavior_changes,matched,0.6899999999999977,302
429.077,429.877,disturbing_thoughts,matched,0.8000000000000114,302
440.967,441.997,UNK:how easy is it for you to get a good nig,unmatched,1.0300000000000296,302
450.045,451.287,sleep_affects,matched,1.2419999999999618,302
453.517,454.197,sleep_affects,matched,0.6800000000000068,302
456.499,458.046,sleep_affects,matched,1.5469999999999686,302
467.53,468.47,UNK:do you travel a lot,unmatched,0.9400000000000546,302
474.87,476.879,mind,matched,2.0090000000000146,302
480.869,482.0,travel_changed,matched,1.1309999999999718,302
483.45,486.11,travel_changed,matched,2.660000000000025,302
487.38,491.75,travel_changed,matched,4.3700000000000045,302
500.611,504.361,travel_trips,matched,3.75,302
506.431,510.741,travel_trips,matched,4.310000000000002,302
512.941,513.841,travel_trips,matched,0.8999999999999773,302
514.984,515.62,travel_trips,matched,0.6359999999999673,302
518.831,520.861,travel_trips,matched,2.0299999999999727,302
535.431,535.881,UNK:what advice would you give yourself ten ,unmatched,0.4499999999999318,302
537.86,540.59,UNK:what advice would you give yourself ten ,unmatched,2.730000000000018,302
541.76,544.38,UNK:what advice would you give yourself ten ,unmatched,2.6200000000000045,302
550.14,550.52,change_directions,matched,0.37999999999999545,302
551.54,555.24,change_directions,matched,3.7000000000000455,302
557.75,560.06,change_directions,matched,2.3099999999999454,302
567.89,568.5,trade_offs,matched,0.6100000000000136,302
574.04,576.93,regret,matched,2.8899999999999864,302
578.53,579.22,regret,matched,0.6900000000000546,302
582.76,585.7,regret,matched,2.9400000000000546,302
596.52,597.99,bf_describe,matched,1.4700000000000273,302
598.8,599.38,bf_describe,matched,0.5800000000000409,302
601.55,602.91,bf_describe,matched,1.3600000000000136,302
604.36,605.38,bf_describe,matched,1.0199999999999818,302
611.21,613.41,how_know,matched,2.199999999999932,302
614.79,617.01,how_know,matched,2.2200000000000273,302
625.68,627.35,influence_positive,matched,1.6700000000000728,302
628.72,630.32,influence_positive,matched,1.6000000000000227,302
633.16,633.75,influence_positive,matched,0.5900000000000318,302
636.11,641.21,influence_positive,matched,5.100000000000023,302
642.39,643.48,influence_positive,matched,1.0900000000000318,302
650.25,650.71,good_hear,matched,0.4600000000000364,302
659.71,662.63,UNK:when was the last time you felt really h,unmatched,2.919999999999959,302
674.16,677.07,UNK:that's great i'd love to hear all about ,unmatched,2.910000000000082,302
678.04,678.58,UNK:that's great i'd love to hear all about ,unmatched,0.5400000000000773,302
679.47,682.95,UNK:that's great i'd love to hear all about ,unmatched,3.480000000000018,302
683.87,686.99,UNK:that's great i'd love to hear all about ,unmatched,3.1200000000000045,302
688.07,693.25,UNK:that's great i'd love to hear all about ,unmatched,5.17999999999995,302
694.91,696.14,UNK:that's great i'd love to hear all about ,unmatched,1.2300000000000182,302
710.08,710.6,appreciate_open,matched,0.5199999999999818,302
711.72,712.15,bye,matched,0.42999999999995,302
50.686,51.836,UNK:how are you doing today,unmatched,1.1499999999999986,303
56.586,57.996,where_originally,matched,1.4100000000000037,303
59.066,59.756,where_originally,matched,0.6899999999999977,303
63.396,67.696,like_about_la,matched,4.299999999999997,303
69.416,72.266,like_about_la,matched,2.8500000000000085,303
72.766,77.626,like_about_la,matched,4.859999999999999,303
83.006,96.466,dont_like_la,matched,13.459999999999994,303
100.346,107.136,UNK:what'd you study at school,unmatched,6.789999999999992,303
110.926,113.656,still_working_on_x,matched,2.730000000000004,303
118.216,143.306,dream_job,matched,25.090000000000018,303
146.156,146.846,great_situation,matched,0.6899999999999977,303
148.596,167.066,difficult,matched,18.47,303
173.236,174.446,UNK:do you consider yourself an introvert,unmatched,1.210000000000008,303
177.886,178.476,back_later,matched,0.5900000000000034,303
180.696,188.076,UNK:what do you do to relax,unmatched,7.3799999999999955,303
194.376,205.956,control_temper,matched,11.579999999999984,303
209.186,235.606,difficult,matched,26.419999999999987,303
240.566,242.916,landed_trouble,matched,2.3499999999999943,303
243.406,250.296,landed_trouble,matched,6.889999999999986,303
257.896,273.226,influence_positive,matched,15.329999999999984,303
274.206,279.706,influence_positive,matched,5.5,303
282.896,284.116,great_situation,matched,1.2199999999999704,303
286.786,288.106,easy_parent,matched,1.3199999999999932,303
291.596,306.586,parent_hardest,matched,14.990000000000009,303
311.866,313.326,give_example,matched,1.4600000000000364,303
314.506,343.856,give_example,matched,29.350000000000023,303
347.426,354.696,kids_elaborate,matched,7.270000000000039,303
356.156,357.516,aw,matched,1.3600000000000136,303
358.076,368.166,aw,matched,10.089999999999975,303
369.296,370.436,aw,matched,1.1399999999999864,303
376.376,378.176,parent_hardest,matched,1.8000000000000114,303
378.706,385.946,parent_hardest,matched,7.240000000000009,303
386.676,410.386,parent_hardest,matched,23.710000000000036,303
419.696,422.736,memorableb,matched,3.0399999999999636,303
428.976,439.286,mind,matched,10.310000000000002,303
439.796,452.616,mind,matched,12.819999999999993,303
453.216,459.386,mind,matched,6.170000000000016,303
462.226,463.086,good_hear,matched,0.8600000000000136,303
465.436,501.646,describe_felt,matched,36.210000000000036,303
502.156,509.496,describe_felt,matched,7.339999999999975,303
512.196,513.446,great_situation,matched,1.25,303
517.656,518.596,UNK:what advice would you give yourself ten ,unmatched,0.9400000000000546,303
522.626,525.676,UNK:what advice would you give yourself ten ,unmatched,3.050000000000068,303
526.306,531.606,UNK:what advice would you give yourself ten ,unmatched,5.2999999999999545,303
532.826,533.886,UNK:what advice would you give yourself ten ,unmatched,1.0599999999999454,303
534.776,546.006,UNK:what advice would you give yourself ten ,unmatched,11.230000000000018,303
546.916,553.796,UNK:what advice would you give yourself ten ,unmatched,6.8799999999999955,303
554.516,562.826,UNK:what advice would you give yourself ten ,unmatched,8.31000000000006,303
563.286,577.666,UNK:what advice would you give yourself ten ,unmatched,14.38000000000011,303
582.756,584.586,avoid,matched,1.830000000000041,303
585.276,606.146,avoid,matched,20.870000000000005,303
609.306,609.876,UNK:yeah there are always tradeoffs in life ,unmatched,0.5699999999999363,303
618.846,620.446,last_argument,matched,1.6000000000000227,303
621.066,623.076,last_argument,matched,2.009999999999991,303
625.116,625.816,last_argument,matched,0.7000000000000455,303
626.456,631.046,last_argument,matched,4.590000000000032,303
631.576,638.786,last_argument,matched,7.209999999999923,303
639.106,645.386,last_argument,matched,6.279999999999973,303
646.136,650.876,last_argument,matched,4.740000000000009,303
652.226,661.706,last_argument,matched,9.480000000000018,303
664.236,666.186,last_argument,matched,1.9500000000000455,303
666.536,668.006,last_argument,matched,1.4700000000000273,303
668.336,669.216,how_close,matched,0.8799999999999955,303
671.316,672.656,how_close,matched,1.3399999999999181,303
673.066,680.376,how_close,matched,7.309999999999945,303
681.466,682.886,how_close,matched,1.419999999999959,303
683.386,684.696,more,matched,1.3100000000000591,303
685.866,703.456,more,matched,17.590000000000032,303
704.066,719.316,more,matched,15.25,303
723.636,740.456,difficult,matched,16.82000000000005,303
742.896,744.506,difficult,matched,1.6100000000000136,303
745.066,746.836,difficult,matched,1.7699999999999818,303
756.786,757.876,easy_sleep,matched,1.0900000000000318,303
759.366,761.846,easy_sleep,matched,2.480000000000018,303
763.586,774.296,easy_sleep,matched,10.710000000000036,303
774.556,795.456,easy_sleep,matched,20.899999999999977,303
800.386,812.076,UNK:do you feel that way often,unmatched,11.690000000000055,303
816.806,821.326,sleep_affects,matched,4.519999999999982,303
822.486,823.416,sleep_affects,matched,0.9300000000000637,303
824.656,831.066,sleep_affects,matched,6.410000000000082,303
836.886,838.536,UNK:what do you do when you're annoyed,unmatched,1.6499999999999773,303
838.936,840.466,UNK:what do you do when you're annoyed,unmatched,1.5299999999999727,303
841.016,846.046,UNK:what do you do when you're annoyed,unmatched,5.030000000000086,303
847.126,847.636,UNK:what do you do when you're annoyed,unmatched,0.5099999999999909,303
856.746,857.206,military,matched,0.4600000000000364,303
860.986,861.706,depression_diagnosed,matched,0.7200000000000273,303
868.486,880.676,UNK:how would you best friend describe you,unmatched,12.190000000000055,303
881.376,883.506,UNK:how would you best friend describe you,unmatched,2.1299999999999955,303
884.736,886.606,UNK:how would you best friend describe you,unmatched,1.8700000000000045,303
888.076,891.006,UNK:how would you best friend describe you,unmatched,2.92999999999995,303
892.956,893.816,UNK:how would you best friend describe you,unmatched,0.8600000000000136,303
897.276,899.316,UNK:how would you best friend describe you,unmatched,2.0400000000000773,303
900.936,904.666,UNK:how would you best friend describe you,unmatched,3.730000000000018,303
904.966,908.136,UNK:how would you best friend describe you,unmatched,3.169999999999959,303
909.166,913.586,UNK:how would you best friend describe you,unmatched,4.419999999999959,303
916.446,917.456,UNK:how would you best friend describe you,unmatched,1.009999999999991,303
922.196,922.956,UNK:when was the last time you felt really h,unmatched,0.7599999999999909,303
924.066,929.956,UNK:when was the last time you felt really h,unmatched,5.889999999999986,303
931.136,937.506,UNK:when was the last time you felt really h,unmatched,6.3700000000000045,303
938.046,942.366,UNK:when was the last time you felt really h,unmatched,4.319999999999936,303
946.936,947.706,good_hear,matched,0.7699999999999818,303
956.126,958.636,appreciate_open,matched,2.509999999999991,303
959.486,960.376,bye,matched,0.8899999999999864,303
59.82,62.31,UNK:how are you doing today,unmatched,2.490000000000002,304
66.77,68.92,where_originally,matched,2.1500000000000057,304
74.52,80.47,like_about_la,matched,5.950000000000003,304
85.91,88.17,UNK:what'd you study at school,unmatched,2.260000000000005,304
91.43,92.32,UNK:nice are you still doing that,unmatched,0.8899999999999864,304
96.01,98.46,dream_job,matched,2.4499999999999886,304
101.0,103.69,difficult,matched,2.6899999999999977,304
105.2,105.81,difficult,matched,0.6099999999999994,304
112.37,114.16,mad_makeyou,matched,1.789999999999992,304
116.63,117.16,mad_makeyou,matched,0.5300000000000011,304
118.92,126.2,give_example,matched,7.280000000000001,304
133.79,136.01,influence_positive,matched,2.219999999999999,304
141.0,143.29,how_close,matched,2.289999999999992,304
149.81,153.7,family_roleb,matched,3.8899999999999864,304
160.87,162.52,living_situation,matched,1.6500000000000057,304
163.49,164.83,living_situation,matched,1.3400000000000034,304
167.32,167.7,living_situation,matched,0.37999999999999545,304
169.01,169.87,roommates,matched,0.8600000000000136,304
173.07,178.02,more,matched,4.950000000000017,304
178.41,180.26,more,matched,1.8499999999999943,304
186.58,198.73,UNK:what's it like for you living with them,unmatched,12.149999999999977,304
202.12,203.34,avoid,matched,1.2199999999999989,304
207.42,211.37,elaborate,matched,3.950000000000017,304
211.84,230.52,elaborate,matched,18.680000000000007,304
232.6,233.51,sorry_hear,matched,0.9099999999999966,304
236.7,238.23,how_know,matched,1.5300000000000011,304
244.42,244.67,how_know,matched,0.25,304
246.44,247.3,back_later,matched,0.8600000000000136,304
253.8,258.69,mad_makeyou,matched,4.889999999999986,304
263.05,264.64,mad_makeyou,matched,1.589999999999975,304
269.24,270.16,mind,matched,0.9200000000000159,304
271.27,276.63,mind,matched,5.360000000000014,304
279.71,281.16,mind,matched,1.4500000000000455,304
288.29,290.08,UNK:do you consider yourself an introvert,unmatched,1.7899999999999636,304
293.23,300.87,why2,matched,7.639999999999986,304
303.58,304.76,UNK:do you feel that way often,unmatched,1.1800000000000068,304
316.71,317.81,last_argument,matched,1.1000000000000227,304
318.58,321.87,last_argument,matched,3.2900000000000205,304
322.81,323.57,last_argument,matched,0.7599999999999909,304
325.07,330.41,last_argument,matched,5.340000000000032,304
334.34,345.65,describe_felt,matched,11.310000000000002,304
349.27,350.43,tell_about_that,matched,1.160000000000025,304
351.46,355.65,tell_about_that,matched,4.189999999999998,304
356.44,360.67,tell_about_that,matched,4.230000000000018,304
360.97,379.56,tell_about_that,matched,18.589999999999975,304
379.99,394.15,oh_my_gosh,matched,14.159999999999968,304
394.63,397.21,oh_my_gosh,matched,2.579999999999984,304
399.48,403.04,UNK:yeah that sucks,unmatched,3.5600000000000023,304
403.49,405.12,UNK:yeah that sucks,unmatched,1.6299999999999955,304
406.54,407.16,good_hear,matched,0.6200000000000045,304
414.79,415.8,UNK:what advice would you give yourself ten ,unmatched,1.009999999999991,304
416.97,418.72,UNK:what advice would you give yourself ten ,unmatched,1.75,304
420.15,422.31,UNK:what advice would you give yourself ten ,unmatched,2.160000000000025,304
428.54,448.57,more,matched,20.029999999999973,304
449.76,454.31,more,matched,4.550000000000011,304
455.21,455.82,more,matched,0.6100000000000136,304
456.73,457.4,UNK:hm,unmatched,0.6699999999999591,304
464.6,474.3,memorableb,matched,9.699999999999989,304
476.17,477.17,memorableb,matched,1.0,304
478.75,482.58,long_time,matched,3.829999999999984,304
486.14,488.19,UNK:do you travel a lot,unmatched,2.0500000000000114,304
491.33,492.24,travel_changed,matched,0.910000000000025,304
493.37,505.4,travel_changed,matched,12.029999999999973,304
506.52,507.24,travel_changed,matched,0.7200000000000273,304
509.11,513.61,travel_trips,matched,4.5,304
514.08,516.47,travel_trips,matched,2.3899999999999864,304
517.11,517.55,travel_trips,matched,0.4399999999999409,304
518.48,519.24,travel_trips,matched,0.7599999999999909,304
528.35,529.92,easy_sleep,matched,1.5699999999999363,304
530.76,532.16,easy_sleep,matched,1.3999999999999773,304
536.45,542.35,sleep_affects,matched,5.899999999999977,304
544.94,545.63,UNK:do you feel that way often,unmatched,0.6899999999999409,304
546.34,547.76,UNK:do you feel that way often,unmatched,1.419999999999959,304
552.04,553.87,bouts_symptoms,matched,1.830000000000041,304
556.72,557.21,bouts_symptoms,matched,0.4900000000000091,304
559.36,563.77,why2,matched,4.409999999999968,304
570.53,572.51,feel_down,matched,1.9800000000000182,304
574.82,575.32,feel_down,matched,0.5,304
577.88,578.48,depression_diagnosed,matched,0.6000000000000227,304
581.27,581.74,ptsd_diagnosed,matched,0.4700000000000273,304
584.5,584.85,military,matched,0.35000000000002274,304
592.63,595.34,bf_describe,matched,2.7100000000000364,304
597.58,598.59,bf_describe,matched,1.009999999999991,304
599.3,601.61,how_know,matched,2.310000000000059,304
606.36,613.98,how_close,matched,7.6200000000000045,304
623.9,629.89,todays_kids,matched,5.990000000000009,304
630.26,632.4,todays_kids,matched,2.1399999999999864,304
632.83,658.87,todays_kids,matched,26.039999999999964,304
666.49,668.08,bouts_symptoms,matched,1.5900000000000318,304
